#C 2015 Widow Rockfish Assessment
#C Allan C. Hicks and Chantel R. Wetzel
#C NWFSC, NOAA, Seattle, WA

1916  #_styr
2014  #_endyr
1   #_nseas
12    #_months/season
1   #_spawn_seas
5   #_Nfleet
4   #_Nsurveys
1   #_N_areas

BottomTrawl%MidwaterTrawl%Hake%Net%HnL%JuvSurvey%Triennial%NWFSC%ForeignAtSea
#BTr  MTr  Hak  Net  HnL  JvS  Tri  NWS  FAS
# 1    2     3   4    5    6    7    8    9
0.5   0.5  0.5  0.5  0.5  0.5  0.55 0.65 0.5  #Fleet and survey timing in season
 1     1    1    1    1    1    1    1    1   #Area of each fleet and survey
 1     1    1    1    1                    #Units of each fleet: 1=Biomass(mt),2=Numbers(1000s)
0.01  0.01 0.01 0.01 0.01                  # SE of log(catch) by fleet for equilibrium and continuous options

2                                          #_Ngenders
40                                         #_Nages
 0    0    0     0    0                    #_init_equil_catch_for_each_fishery

99      #_N_lines_of_catch_to_read
#_catch_biomass(mt):_columns_are_fisheries,year,season
#BottomTrawl  MidwaterTrawl Hake  Net HnL Year  Season
1985    1   2   3   2   2   -1  -1  466 0   0   0   0   0   3.58    6.73    22.08   9.04    1.44    1.41    0.79    0.03    0.1 0.59    1.92    0.41    0.22    0.22    0.3 0.17    0.15    0.27    0.16    0.05    0.06    0.1 0.09    0   0   0.06    0   0.05    0.03    0   0   0   0   0   0   0   0   0   0   0   0.2 4.67    6.81    21.21   9.87    1.02    0.94    0.49    0.13    0.24    0.69    1.66    0.21    0.34    0.15    0.06    0.14    0.2 0.14    0.15    0.09    0.12    0.07    0.08    0   0.08    0.03    0.02    0.02    0.03    0   0   0   0.04    0   0   0.03
1986    1   2   3   2   2   -1  -1  486 0   0   0.1 0   0   0.96    9   9.87    16.09   7.79    0.67    1.61    0.66    0.02    0.08    0.46    1.84    0.19    0.24    0.24    0.29    0.16    0.15    0.26    0.18    0.07    0.15    0.01    0.06    0.07    0   0.18    0   0   0.04    0.02    0.04    0   0   0.03    0.01    0   0   0   0   0   0.89    6.89    9.4 17.14   8.56    0.73    1.17    0.53    0.03    0.04    0.18    1.13    0.35    0.16    0.09    0.3 0.22    0.12    0.09    0.05    0.18    0.14    0.04    0   0   0.03    0   0   0.02    0.02    0   0   0   0.02    0.01    0.01
1987    1   2   3   2   2   -1  -1  604 0   0   0   0   0.13    1.61    10.98   19.78   8.12    3.75    2.14    0.2 0.52    0.28    0.02    0.07    0.2 0.19    0.13    0.03    0   0.02    0   0.07    0   0   0   0   0.04    0   0   0   0   0   0.06    0   0.06    0   0   0   0   0   0   0   0   0   1.48    12.52   21.42   7.29    4.31    2.36    0.28    0.32    0.3 0.05    0.03    0.3 0.44    0   0.17    0.16    0.05    0   0   0   0.11    0   0   0   0   0   0   0   0.05    0   0   0   0   0   0   0
1988    1   2   3   2   2   -1  -1  392 0   0   0   0.11    0.47    1.39    7.4 18.54   10.17   2.99    2.15    1.14    0.67    0.55    0.14    0.12    0.01    0.22    0.65    0.35    0   0.23    0   0.09    0.06    0   0   0   0.09    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.05    0.13    1.3 7.28    23.13   12.92   3.43    2.18    0.88    0.01    0.12    0.05    0.09    0   0.27    0.22    0   0.07    0.18    0.1 0   0   0   0   0.01    0   0   0   0.08    0   0   0   0   0   0   0   0   0
1989    1   2   3   2   2   -1  -1  527 0   0   0   0   0.45    2.65    3.67    7.81    19.46   8.66    2.56    1.32    0.57    0.47    0.24    0.07    0.14    0.11    0.21    0.12    0.12    0.21    0.12    0   0   0.14    0   0   0   0   0   0   0   0   0   0   0.07    0   0   0.01    0   0   0   0   0   0.57    1.89    5.4 12.05   19.44   6.83    1.72    0.98    0.27    0.08    0.11    0.05    0.07    0.21    0.17    0.39    0.28    0   0.12    0.07    0   0   0.06    0   0.07    0   0   0   0   0   0   0   0   0   0   0   0
1990    1   2   3   2   2   -1  -1  478 0   0   0   0   0   1.91    3.6 5.38    8.02    15.18   10.03   3.99    2.15    0.8 0.28    0.19    0.06    0.08    0   0   0.04    0.29    0   0.07    0   0   0.04    0   0   0.04    0   0   0.08    0   0   0   0   0   0   0   0   0   0   0   0   0.33    3.36    3.22    5.58    9.55    13  6.65    3.07    1.44    0.77    0.34    0   0.14    0   0.17    0   0.06    0   0   0   0   0.09    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
1991    1   2   3   2   2   -1  -1  333 0   0   0   0   0.02    1.05    6.46    9.43    6.25    6.76    9.89    4.57    1.28    1.11    0.34    0.31    0.16    0.08    0.05    0.14    0.31    0.43    0.08    0.18    0.15    0.09    0.17    0   0.23    0.09    0   0   0   0   0   0   0   0   0   0.05    0   0   0   0   0   0   0.86    6.38    9.84    10.34   6.25    8.84    3.92    1   1.01    0.31    0.24    0.16    0.08    0   0.03    0.19    0.42    0.14    0.1 0   0   0   0   0   0   0   0.06    0   0   0   0   0   0.15    0   0   0
1992    1   2   3   2   2   -1  -1  124 0   0   0   0   0   2.45    2.2 6.03    8.04    4.73    7.14    9.29    3.53    1.57    0.8 0.21    0.21    0.23    0.22    0.07    0.2 0   0.5 0.12    0   0   0   0.07    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3.3 2.97    6.77    8.9 8.84    4.76    8.15    3.25    2.36    1.5 0   0.26    0   0   0.14    0.07    0.07    0.22    0.18    0   0   0   0.52    0   0.12    0   0   0   0   0   0   0   0   0   0   0
1993    1   2   3   2   2   -1  -1  196 0   0   0   0   0.07    1.06    6.66    3.85    8.41    6.51    3.71    4.57    6.67    3.19    2.24    1.97    1.03    0.4 0.51    0.18    0.12    0   0   0.12    0   0.27    0.12    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1.63    7.31    5.53    8.57    5   3.9 3.28    5.64    2.48    1.74    1.4 0.63    0   0.24    0.12    0   0.12    0.11    0.43    0   0   0.12    0   0.12    0   0   0   0   0   0   0   0   0   0   0   0
1994    1   2   3   2   2   -1  -1  107 0   0   0   0   0   0.74    5.1 13.89   6.06    5.99    3.71    3.17    2.62    2.34    1.22    1.65    0.38    0   0   0.21    0.23    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.19    0.79    8.41    16.66   9.7 6.56    4.01    0.99    1.58    2.48    0   0.14    0.46    0   0   0   0   0   0   0   0.57    0   0   0   0   0   0   0   0.15    0   0   0   0   0   0   0   0
1995    1   2   3   2   2   -1  -1  63  0   0   0   0   0.42    0.15    2.12    6.7 11.25   9.42    4.53    3.89    3.41    2.15    3.23    0.78    0.82    0.84    0.24    0   0   0   0.13    0   0   0.39    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.83    1.72    2.55    14.32   10.44   7.11    4.24    2.4 1.54    1.9 0.64    0   0   0.56    0.71    0   0   0.25    0   0   0   0.33    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
1996    1   2   3   2   2   -1  -1  79  0   0   0   0   0.28    7.93    6.19    6.16    6.67    5.2 3.06    3.62    1.97    1.27    1.81    1.95    0.52    0   0.23    0.07    0.25    0.78    0.72    0.25    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.93    8.46    8.51    7   7.19    5.12    3.63    1.33    1.02    2.77    0.94    1.95    0.94    0   0.06    0.45    0   0.16    0   0   0.39    0   0.06    0   0   0.16    0   0   0   0   0   0   0   0   0   0   0
1997    1   2   3   2   2   -1  -1  137 0   0   0   0   0.21    1.75    15.72   7.52    3.28    3.11    2.61    1.77    1.74    1.47    1.34    0.49    1.82    0.15    0.49    0.21    0.03    0   0.31    0.03    0.1 0   0.09    0   0   0   0.18    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.25    2.84    23.59   11.12   4.36    2.63    3.02    1.73    1.53    1.07    0.19    1.11    1.45    0   0   0.28    0.3 0   0.09    0   0.03    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
1998    1   2   3   2   2   -1  -1  64  0   0   0   0   0   0.6 4.11    15.89   7.88    4.91    4.42    3.36    2.18    1.8 1.05    0.19    0   0.78    0   0.35    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1.45    7.93    17.64   9.15    5.5 2.56    3.7 1.57    0.65    0.54    0.19    0.51    1.12    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
1999    1   2   3   2   2   -1  -1  95  0   0   0   0   0   1.62    4.08    8.01    18.95   7.97    4.93    3.33    0.71    1.36    0.76    0   0.68    0.33    0.03    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.09    1.52    3.9 10.57   17.49   8.97    2.98    0.49    0.41    0.07    0.27    0.04    0   0.04    0.05    0.29    0   0   0.04    0   0   0   0.01    0   0   0   0   0   0   0   0   0   0   0   0   0   0
2000    1   2   3   2   2   -1  -1  396 0   0   0   0   0   1.17    4.79    8.42    8.59    7.57    8.11    3.19    2.38    1.56    0.96    0.97    0.55    0.33    0.14    0.65    0.18    0.35    0.01    0.05    0   0.2 0.06    0.01    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.95    5.59    8.89    9.75    9.68    6.36    3.51    2.23    0.81    0.4 0.56    0.28    0.27    0.13    0.05    0.09    0   0   0   0   0.01    0   0.08    0   0.1 0   0   0   0   0   0   0   0   0   0   0
2001    1   2   3   2   2   -1  -1  252 0   0   0   0   0   0.16    2.12    6.88    8.61    6.58    5.04    4.72    3.72    3   1.93    1.26    0.86    1.08    0.79    0.83    0.11    0.29    0.04    0   0   0   0.04    0   0   0   0   0   0   0   0.04    0   0   0   0   0   0   0   0   0   0   0   0.35    3.99    11.34   8.87    8.34    5.4 3.29    3.09    2.34    1.44    1.27    0.65    0.25    0.55    0.27    0.12    0.04    0   0   0.14    0.1 0   0   0   0.06    0   0   0   0   0   0   0   0   0   0   0
2002    1   2   3   2   2   -1  -1  140 0   0   0   0   0.18    0.81    1.52    6.12    10.4    8.76    7.73    3.82    3.73    1.48    1.48    0.87    0.81    0.31    0.04    0.18    0.03    0.04    0.01    0.1 0   0.1 0.01    0   0   0   0   0   0   0   0.06    0   0   0   0   0   0   0   0   0   0   0.56    0.59    3.15    7.41    12.52   10.08   4.88    1.4 1.43    2.53    1.64    1.51    0.42    1.07    0.01    1.28    0   0.82    0.11    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
2003    1   2   3   2   2   -1  -1  33  0   0   0   0.44    2.16    14.26   7.09    7.54    9.22    6.57    0.7 4.23    0.26    1.29    1.08    0.54    0.54    0   0   0.63    0.54    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.13    7.46    11.79   11.56   7.88    2.8 0.64    0   0   0   0.64    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
2004    1   2   3   2   2   -1  -1  63  0   0   0   0   0.26    3.62    15.58   7.44    7.58    9.19    5.97    3.4 1.58    2.04    1.54    0.31    0.31    0   0.32    1.62    0   0.04    0.07    0   0.16    0.16    0.16    0.42    0   0.16    0   0   0   0   0   0.07    0   0.16    0   0   0   0   0   0   0   0   3.99    14.38   5.88    4.36    4.18    1.99    1.46    0.88    0.14    0.11    0.24    0   0   0   0   0   0   0   0   0   0.07    0   0   0   0   0   0   0   0   0   0   0   0.16    0   0   0
2005    1   2   3   2   2   -1  -1  49  0   0   0   0   0.55    4.14    3.52    7.11    5.9 4.69    6.77    3.54    3.81    3.7 2.87    2.53    1.88    1.96    2.03    0.07    0   1.25    0   0.6 1.62    0.6 0   0   0.49    0   0   0   0   0.29    0   0   0   0   0   0   0.15    0   0   0   0   0.69    3.83    3.95    8.26    8.05    1.36    4.08    3.02    0.94    0.68    0.57    0   0   0   0   0.07    1.2 1.8 0   0   0.6 0   0   0   0.6 0   0   0   0   0.07    0   0   0   0   0   0   0.15
2006    1   2   3   2   2   -1  -1  35  0   0   0   0   0   1.23    4.4 5.26    6.6 1.32    3.85    4.3 2.8 5.04    4.51    3.07    2.67    1.38    2.47    1.85    0.98    1.32    2.5 0.06    0   0.06    1.18    1.18    0.06    0.59    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0.08    0.17    2.02    1.78    7.27    4.47    5.17    3.29    4.92    3.07    1.29    1.88    1.18    0   2.56    1.58    0.3 0.3 0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
2007    1   2   3   2   2   -1  -1  7   0   0   0   0   0   4   2   22  4   6   2   0   0   0   0   0   0   2   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   10  4   20  2   6   2   0   2   4   0   0   2   0   2   0   0   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
2008    1   2   3   2   2   -1  -1  70  0   0   0   0   1.67    0.98    14.33   11.12   4.85    8.63    5.43    1.88    1.72    1.58    0.39    1.14    0.44    0.13    0.53    0   0.05    0.08    0.44    0.09    0.04    0.53    0.04    0.09    0   0.48    0.09    0   0.04    0.04    0   0   0   0   0.04    0   0.08    0   0   0   0   0.51    1.27    16.06   6.59    7.5 3.33    1.78    1.63    1.05    0.65    0.04    1.1 0   0.22    0.22    0   0   0.4 0.4 0   0.04    0   0.09    0   0   0   0   0.13    0   0   0   0.04    0   0   0   0   0
2009    1   2   3   2   2   -1  -1  91  0   0   0   0   0.04    1.08    0.99    2.69    3.31    6.19    8.68    8.97    11.74   7.16    1.82    1.07    1.18    0.6 2.26    1.57    0.08    2.25    0.26    0.02    0.22    0.24    0.12    0.15    0.08    0   0   0   0.29    0   0.04    0   0   0   0   0   0   0   0   0   0   0.11    2.71    1.44    1.3 5.2 5.08    3.95    4.51    3.32    2.72    1.84    0.53    0.21    1.9 0.24    1.27    0.24    0.04    0   0   0.21    0.03    0.01    0.04    0   0   0   0   0   0   0   0   0   0   0   0   0
2010    1   2   3   2   2   -1  -1  63  0   0   0   0   0   0   3.26    2.79    2.52    3.76    7.35    5.79    5.5 6.14    2.34    3.29    4.05    1.67    1.04    0.48    0.54    0.93    1.69    0.52    0.38    0.26    0.93    0   0.26    0.12    0   0.13    0.26    0   0   0   0   0   0   0   0   0   0   0   0   0.04    0.18    5.39    7.74    5.14    3.39    4.77    3.07    3.21    0.68    2.01    1.3 1.23    0.62    0.56    0.54    0.45    0.72    0   0.32    0.13    0   0   0   0.32    0.53    0   0   0.45    0.58    0   0.32    0.32    0   0   0   0
2011    1   2   3   2   1   -1  -1  42  0   0   0   0   0   0.07    1.33    5.75    10.77   7.29    2.5 5.86    5.72    4.03    1.41    0.17    0   1.93    0.05    0.12    1.88    0.94    1.04    0   0.08    0.05    0   0   0   0   0.94    0   0   0   0   0   0   0   0   0.08    0   0   0   0   0   0   0.78    2.48    8.42    9.1 8.3 2.69    2.1 3.85    0.22    1.36    2.46    0.35    2.39    0.23    1.45    0.97    0.05    0   0   0   0.25    0.08    0.25    0.08    0.08    0.08    0   0   0   0   0   0   0   0   0   0
2012    1   2   3   2   1   -1  -1  29  0   0   0   0   0   0   7.93    4.73    15.1    4.7 8.61    1.61    0.61    0.64    2.68    2.49    0.44    1.3 0   0   0   0   1.15    0.14    0   0   0   0   0.15    0   0   0   0   0   0.14    0   0   0   0   0   0   0   0   0   0   0.14    1.15    13.96   2.74    10.13   6.11    0.65    1.15    3.81    0.43    5.73    0   0.15    0   0   0   0   0   0   0.15    0   1.15    0   0   0.15    0   0   0   0   0   0   0   0   0   0   0   0
2013    1   2   3   2   1   -1  -1  41  0   0   0   0   0   5.5 1.71    8.42    2.71    3.39    3.66    1.12    2.53    2.4 0.12    1.25    1.74    0.16    1.15    1.15    0   0.06    0.06    0.1 0.03    0   0   0   0   0   0   0   0   0.1 0   0   0   0   0   0   0   0   0   0   0   0   7.98    1.65    12.31   8.14    8.99    2.11    3.42    2.24    1.74    7.89    2.31    1.12    1.12    0   0.03    0   0.59    0.15    0   0   0.03    0   0   0.2 0.59    0.03    0   0   0   0   0   0   0   0   0   0
2014    1   2   3   2   1   -1  -1  36  0   0   0   0   8.52    0   7.39    3.27    4.19    5.65    7.56    3.05    8.79    3.01    0.67    3.3 3.07    0.35    0.09    0.25    0.03    0   0   0   0   0   0   0   0   0.03    0.02    0   0   0   0   0   0   0   0   0   0   0   0   0   0   11.31   2.82    10.76   5.7 0.85    6.65    0.83    0.51    0.37    0.05    0.04    0   0.27    0.24    0   0.27    0.03    0.02    0   0.02    0   0   0   0   0   0   0   0   0   0   0.03    0   0   0   0   0   0
#Hake (shoreside and at-sea, weighted by catch, see hakeComps.xls)
1991    1   3   3   2   2   -1  -1  46  0.00    0.00    0.00    0.00    0.68    0.57    10.23   9.42    7.35    8.57    5.08    3.07    3.09    0.95    1.45    0.42    0.00    0.00    0.00    0.34    0.00    0.54    0.00    0.00    0.00    0.42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.52    2.15    12.46   9.78    6.55    4.84    5.17    2.08    1.02    1.32    0.00    0.42    0.00    0.54    0.42    0.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1992    1   3   3   2   2   -1  -1  3   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    11.76   0.00    11.76   5.88    5.88    5.88    5.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    11.76   5.88    11.76   5.88    0.00    0.00    0.00    0.00    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1993    1   3   3   2   2   -1  -1  7   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    17.64   4.82    1.24    0.41    4.82    10.47   4.41    0.00    0.41    0.00    0.41    0.00    0.00    4.41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.41    0.00    0.00    0.00    0.00    0.00    0.00    8.82    4.41    9.23    9.23    5.23    0.00    4.41    0.00    0.00    4.82    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1994    1   3   3   2   2   -1  -1  13  0.00    0.00    0.00    0.00    0.45    0.00    12.12   17.99   11.22   0.00    12.54   0.45    0.00    3.43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.43    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.45    0.45    0.00    2.26    15.12   17.17   1.01    0.90    0.12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1995    1   3   3   2   2   -1  -1  102 0.00    0.00    0.00    0.00    0.30    3.60    8.31    11.47   8.18    6.27    5.82    4.84    2.87    1.60    2.18    1.00    0.09    0.00    1.01    0.16    0.03    0.01    0.00    0.89    0.17    0.00    0.02    0.18    0.41    0.02    0.17    0.00    0.01    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.55    2.26    5.68    12.23   4.07    3.00    1.65    2.36    2.34    2.63    0.70    1.19    0.62    0.21    0.10    0.10    0.01    0.00    0.02    0.08    0.02    0.01    0.03    0.00    0.00    0.00    0.00    0.00    0.41    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
1996    1   3   3   2   2   -1  -1  98  0.00    0.00    0.00    0.00    0.38    1.70    7.72    6.02    4.65    5.52    3.20    3.69    3.54    3.93    5.47    4.24    1.62    1.47    2.40    1.34    0.63    0.12    0.01    0.19    0.45    0.44    1.80    0.53    0.28    0.00    0.00    0.11    0.00    0.01    0.04    0.00    0.01    0.00    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    4.35    5.56    4.27    2.41    6.14    2.47    1.62    0.79    3.40    1.56    0.82    1.32    1.33    0.69    0.88    0.04    0.20    0.00    0.00    0.00    0.03    0.04    0.00    0.00    0.29    0.01    0.00    0.21    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.01
1997    1   3   3   2   2   -1  -1  125 0.00    0.00    0.00    0.00    0.26    0.77    8.41    6.85    3.27    6.98    5.08    5.37    2.26    2.71    2.22    5.37    5.61    0.83    1.41    0.00    1.27    0.00    0.00    0.19    0.01    0.00    0.15    0.01    0.01    0.01    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.87    6.25    3.78    4.56    2.69    3.30    5.95    2.14    1.76    1.90    4.61    2.12    0.14    0.21    0.36    0.01    0.00    0.02    0.03    0.13    0.03    0.00    0.01    0.03    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01
1998    1   3   3   2   2   -1  -1  176 0.00    0.01    0.01    0.00    0.01    0.00    1.92    10.64   12.85   7.16    4.57    5.26    1.69    1.85    1.76    1.18    1.47    0.90    0.26    0.56    0.01    0.15    0.56    0.57    0.21    1.10    0.07    0.06    0.09    0.12    0.02    0.02    0.01    0.03    0.01    0.01    0.01    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.05    3.16    13.23   12.95   3.79    2.61    1.57    2.16    1.04    1.62    0.63    0.23    0.18    0.44    0.15    0.10    0.32    0.04    0.02    0.24    0.00    0.04    0.01    0.06    0.02    0.03    0.04    0.02    0.01    0.00    0.01    0.06    0.00    0.01    0.00    0.00
1999    1   3   3   2   2   -1  -1  248 0.00    0.00    0.00    0.00    0.09    3.46    4.60    8.06    12.54   8.54    3.26    1.91    1.47    1.55    0.85    0.43    0.75    0.24    0.60    0.00    0.01    0.01    0.12    0.12    0.07    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.56    5.25    5.17    10.24   14.58   6.86    2.09    1.50    1.54    0.35    0.39    0.53    0.27    0.32    0.46    0.02    0.25    0.34    0.44    0.00    0.00    0.00    0.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2000    1   3   3   2   2   -1  -1  149 0.00    0.00    0.00    0.00    0.00    0.29    3.47    14.49   5.18    6.35    8.85    7.99    4.66    2.50    2.70    2.60    1.67    0.34    0.98    0.93    1.02    0.06    0.03    0.02    0.01    0.03    0.00    0.01    0.00    0.02    0.15    0.08    0.00    0.00    0.00    0.12    0.14    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.80    2.93    8.62    7.40    5.42    4.25    2.10    1.31    0.17    0.09    0.82    0.83    0.14    0.03    0.16    0.04    0.00    0.00    0.00    0.01    0.02    0.00    0.00    0.00    0.06    0.12    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2001    1   3   3   2   2   -1  -1  5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.78    2.78    8.33    8.33    5.56    2.78    0.00    2.78    0.00    0.00    2.78    5.56    0.00    0.00    0.00    2.78    0.00    2.78    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.33    13.89   8.33    8.33    2.78    0.00    5.56    5.56    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2002    1   3   3   2   2   -1  -1  3   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.25    0.00    6.25    18.75   18.75   0.00    0.00    18.14   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.25    0.00    0.00    0.00    6.25    6.25    12.50   0.00    0.61    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2004    1   3   3   2   2   -1  -1  19  0.00    0.00    0.00    0.00    0.00    1.56    1.54    1.56    1.54    3.88    3.88    6.84    5.93    6.57    7.47    1.42    5.30    4.64    3.10    0.78    0.78    0.78    0.00    0.00    0.00    0.00    0.00    0.00    1.42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.32    0.00    1.56    3.10    5.42    6.96    3.86    1.56    4.62    2.32    0.78    3.08    3.86    0.00    0.78    0.00    0.00    0.78    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2007    1   3   3   2   2   -1  -1  5   0.00    0.00    0.00    0.00    0.00    0.00    0.00    10.34   6.90    3.45    3.45    3.45    0.00    0.00    0.00    3.45    0.00    3.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    10.34   13.79   10.34   10.34   3.45    6.90    3.45    0.00    0.00    3.45    0.00    3.45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2008    1   3   3   2   2   -1  -1  647 0.00    0.00    0.00    0.00    0.30    0.16    0.45    3.34    6.18    7.92    6.57    5.12    3.53    3.57    6.25    2.22    3.34    1.94    1.21    0.57    0.55    0.35    0.68    0.20    0.09    0.35    0.04    0.04    0.09    0.04    0.00    0.00    0.04    0.04    0.04    0.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.04    0.30    0.35    0.97    2.52    6.76    6.75    6.17    3.11    3.29    2.89    3.48    2.61    0.87    2.67    0.35    0.33    0.34    0.44    0.09    0.04    0.00    0.04    0.09    0.07    0.04    0.00    0.00    0.04    0.00    0.00    0.00    0.04    0.00    0.04    0.00    0.00    0.00
